ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
6359,30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,jun,115,20,-1,0,unknown,no
6360,53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,1,-1,0,unknown,yes
6361,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,2,-1,0,unknown,yes
6362,51,technician,single,tertiary,no,11222,yes,no,cellular,21,nov,126,2,171,7,failure,no
6363,34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,1,-1,0,unknown,yes
6364,35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
6365,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,yes
6366,37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,1,-1,0,unknown,yes
6367,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes
6368,35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,1,-1,0,unknown,yes
6369,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
6370,71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,yes
6371,29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,may,293,1,-1,0,unknown,no
6372,41,technician,married,secondary,no,1270,yes,no,unknown,5,may,1389,1,-1,0,unknown,yes
6373,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown,yes
6374,31,technician,married,tertiary,no,95,no,no,cellular,21,nov,48,6,-1,0,unknown,no
6375,37,blue-collar,married,secondary,no,509,yes,no,cellular,20,apr,172,1,-1,0,unknown,no
6376,30,technician,single,tertiary,no,411,no,no,cellular,22,oct,127,3,149,2,failure,yes
6377,25,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,1,-1,0,unknown,yes
6378,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes
6379,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,-1,0,unknown,yes
6380,46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,-1,0,unknown,yes
6381,37,blue-collar,married,primary,no,1796,yes,yes,cellular,17,apr,232,2,-1,0,unknown,no
6382,49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes
6383,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure,no
6384,59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,-1,0,unknown,yes
6385,31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,15,may,548,1,-1,0,unknown,no
6386,34,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,339,1,-1,0,unknown,yes
6387,51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,nov,233,2,-1,0,unknown,no
6388,42,technician,divorced,secondary,no,1689,yes,no,cellular,31,jul,50,2,-1,0,unknown,no
6389,34,admin.,single,secondary,no,1352,yes,no,cellular,20,apr,126,1,334,3,other,no
6390,72,retired,married,secondary,no,5715,no,no,cellular,17,may,1114,1,181,2,success,yes
6391,37,services,divorced,secondary,no,319,yes,no,unknown,6,jun,467,3,-1,0,unknown,yes
6392,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,yes
6393,23,student,single,secondary,no,1298,no,no,cellular,14,jul,603,1,-1,0,unknown,yes
6394,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,no
6395,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
6396,53,management,married,tertiary,no,7067,no,no,unknown,6,jun,82,3,-1,0,unknown,no
6397,29,management,single,tertiary,no,502,no,no,cellular,12,apr,366,2,199,3,other,no
6398,40,management,married,tertiary,yes,0,no,no,cellular,28,jul,165,5,-1,0,unknown,no
6399,51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,may,560,9,-1,0,unknown,yes
6400,51,blue-collar,married,unknown,no,0,yes,no,telephone,7,may,10,4,-1,0,unknown,no
6401,63,retired,divorced,primary,no,1840,no,no,cellular,12,mar,71,3,-1,0,unknown,no
6402,55,blue-collar,married,unknown,no,7561,no,no,unknown,6,jun,685,3,-1,0,unknown,yes
6403,37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success,yes
6404,39,technician,married,tertiary,no,437,no,no,telephone,27,may,186,2,-1,0,unknown,no
6405,61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
6406,39,management,married,secondary,no,0,yes,no,cellular,24,jul,21,21,-1,0,unknown,no
6407,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
6408,67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,-1,0,unknown,yes
6409,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no
6410,30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,yes
6411,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,334,4,failure,yes
6412,25,student,single,secondary,no,486,no,no,cellular,13,sep,273,3,199,4,failure,yes
6413,52,technician,married,tertiary,no,523,yes,yes,cellular,8,jul,113,1,-1,0,unknown,no
6414,30,management,single,tertiary,no,536,no,no,cellular,2,jul,309,1,-1,0,unknown,yes
6415,63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,-1,0,unknown,yes
6416,58,retired,married,primary,no,269,yes,no,unknown,16,may,38,2,-1,0,unknown,no
6417,31,admin.,married,secondary,no,2,yes,yes,cellular,12,may,703,4,-1,0,unknown,yes
6418,33,technician,married,secondary,no,390,no,no,cellular,13,aug,460,2,-1,0,unknown,no
6419,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,yes
6420,32,services,married,secondary,no,983,yes,no,cellular,20,nov,500,2,133,1,failure,yes
6421,51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,yes
6422,36,admin.,married,secondary,no,465,yes,no,unknown,20,may,160,1,-1,0,unknown,no
6423,31,management,single,tertiary,no,4331,yes,no,cellular,22,jul,318,1,-1,0,unknown,no
6424,46,management,married,secondary,no,0,no,no,cellular,18,nov,1855,1,-1,0,unknown,yes
6425,34,services,married,secondary,no,244,no,no,cellular,4,feb,696,2,-1,0,unknown,no
6426,40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown,no
6427,42,blue-collar,married,secondary,no,429,yes,no,cellular,18,may,110,1,370,1,failure,no
6428,47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,yes
6429,36,services,single,primary,no,38,no,no,unknown,6,jun,308,4,-1,0,unknown,no
6430,47,admin.,married,secondary,no,290,yes,no,cellular,22,jul,1352,2,-1,0,unknown,yes
6431,37,blue-collar,single,unknown,no,2188,no,no,unknown,16,may,193,8,-1,0,unknown,no
6432,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes
6433,42,unemployed,married,unknown,no,190,no,no,cellular,11,aug,704,2,-1,0,unknown,yes
6434,40,services,single,secondary,no,1547,yes,no,cellular,20,nov,405,1,-1,0,unknown,yes
6435,33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no
6436,37,entrepreneur,married,primary,no,8,yes,yes,cellular,16,jul,46,1,-1,0,unknown,no
6437,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
6438,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
6439,36,technician,married,secondary,no,432,yes,no,cellular,11,may,61,3,255,2,failure,no
6440,42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,-1,0,unknown,no
6441,49,admin.,married,secondary,no,2501,yes,no,unknown,30,may,50,2,-1,0,unknown,no
6442,37,technician,single,secondary,no,6714,yes,no,unknown,23,may,90,1,-1,0,unknown,no
6443,44,blue-collar,single,primary,no,0,yes,no,cellular,24,jul,184,1,-1,0,unknown,no
6444,44,management,married,tertiary,no,105,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
6445,65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,-1,0,unknown,yes
6446,34,management,married,tertiary,no,73,no,no,cellular,4,feb,426,2,-1,0,unknown,yes
6447,41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352,1,-1,0,unknown,no
6448,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
6449,34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
6450,30,services,single,secondary,no,495,yes,no,cellular,21,nov,641,1,-1,0,unknown,yes
6451,48,blue-collar,divorced,primary,no,2677,no,no,unknown,20,jun,23,3,-1,0,unknown,no
6452,49,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown,no
6453,60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,yes
6454,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
6455,43,blue-collar,divorced,primary,no,3550,no,no,cellular,20,nov,1154,1,-1,0,unknown,yes
6456,36,management,married,secondary,no,1989,no,no,unknown,17,jun,344,2,-1,0,unknown,no
6457,56,housemaid,divorced,secondary,no,1866,no,yes,cellular,1,oct,760,1,-1,0,unknown,no
6458,59,entrepreneur,married,primary,no,222,no,no,cellular,18,nov,97,1,-1,0,unknown,no
6459,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
6460,32,unemployed,married,unknown,no,881,no,no,cellular,9,feb,79,5,-1,0,unknown,no
6461,40,blue-collar,married,primary,no,1841,yes,no,cellular,15,may,880,4,-1,0,unknown,yes
6462,26,technician,single,secondary,no,44,no,no,cellular,30,oct,217,1,-1,0,unknown,yes
6463,38,technician,divorced,tertiary,no,304,yes,no,cellular,20,apr,8,2,-1,0,unknown,no
6464,37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,-1,0,unknown,yes
6465,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes
6466,61,management,married,secondary,no,967,no,no,cellular,20,aug,180,1,-1,0,unknown,no
6467,33,admin.,married,secondary,no,17,yes,no,cellular,13,may,74,1,351,1,failure,no
6468,38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,no
6469,60,services,married,secondary,no,8837,yes,no,unknown,16,may,144,4,-1,0,unknown,no
6470,25,blue-collar,single,secondary,no,303,no,no,cellular,18,mar,265,1,-1,0,unknown,yes
6471,32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
6472,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,813,1,-1,0,unknown,yes
6473,35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success,yes
6474,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
6475,32,management,married,tertiary,no,62,yes,no,cellular,14,may,166,1,-1,0,unknown,no
6476,35,blue-collar,married,primary,no,-367,yes,no,cellular,11,may,77,1,350,1,failure,no
6477,34,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no
6478,33,blue-collar,married,secondary,no,-253,yes,no,cellular,12,may,89,3,-1,0,unknown,no
6479,38,technician,single,secondary,no,145,yes,no,unknown,27,may,109,2,-1,0,unknown,no
6480,32,technician,single,tertiary,no,3818,no,no,cellular,18,aug,100,4,-1,0,unknown,no
6481,55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,no
6482,58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,0,unknown,no
6483,52,blue-collar,married,primary,no,66653,no,no,cellular,14,aug,109,3,-1,0,unknown,no
6484,58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,92,8,success,yes
6485,46,admin.,married,secondary,no,974,no,no,cellular,17,mar,178,1,-1,0,unknown,yes
6486,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,yes
6487,39,technician,divorced,secondary,no,507,no,no,cellular,20,aug,173,4,-1,0,unknown,no
6488,22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,no
6489,40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown,yes
6490,29,technician,single,tertiary,no,542,yes,no,unknown,9,may,338,3,-1,0,unknown,no
6491,51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
6492,54,housemaid,divorced,tertiary,no,9,no,yes,cellular,29,jul,136,3,-1,0,unknown,no
6493,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
6494,72,retired,married,primary,no,1388,no,no,telephone,20,oct,513,1,-1,0,unknown,yes
6495,30,blue-collar,single,secondary,no,0,yes,no,cellular,14,jul,768,2,-1,0,unknown,no
6496,36,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395,2,-1,0,unknown,yes
6497,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no
6498,43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,no
6499,28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,yes
6500,41,self-employed,single,tertiary,no,1755,no,no,unknown,11,jun,152,10,-1,0,unknown,no
6501,50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,-1,0,unknown,yes
6502,60,entrepreneur,married,primary,no,83,yes,no,cellular,17,jul,302,2,-1,0,unknown,no
6503,68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,yes
6504,33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown,yes
6505,31,technician,single,secondary,no,2388,no,no,cellular,5,aug,123,1,-1,0,unknown,no
6506,54,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,2,-1,0,unknown,no
6507,45,technician,married,secondary,no,144,yes,yes,cellular,14,jul,154,4,-1,0,unknown,no
6508,22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,-1,0,unknown,yes
6509,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
6510,49,services,single,primary,no,114,yes,no,unknown,7,may,99,2,-1,0,unknown,no
6511,25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,unknown,yes
6512,35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,no
6513,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
6514,29,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,1,-1,0,unknown,yes
6515,32,admin.,married,secondary,no,-1,no,no,cellular,8,jul,228,2,-1,0,unknown,no
6516,51,retired,married,tertiary,no,746,no,no,cellular,25,aug,372,5,-1,0,unknown,yes
6517,55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,2,-1,0,unknown,no
6518,25,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,-1,0,unknown,yes
6519,53,management,married,tertiary,no,3634,no,no,cellular,7,may,211,4,88,8,success,yes
6520,37,management,married,tertiary,no,21,no,no,cellular,21,aug,50,12,-1,0,unknown,no
6521,26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes
6522,33,admin.,married,secondary,no,82,yes,no,cellular,25,jul,735,1,-1,0,unknown,yes
6523,31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown,yes
6524,28,management,single,tertiary,no,637,yes,no,cellular,4,feb,324,1,-1,0,unknown,no
6525,42,blue-collar,married,secondary,no,349,yes,no,cellular,7,apr,226,2,-1,0,unknown,no
6526,57,retired,divorced,secondary,no,316,no,no,cellular,28,jan,935,2,-1,0,unknown,no
6527,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
6528,44,blue-collar,married,secondary,no,-448,yes,no,unknown,18,jun,149,2,-1,0,unknown,no
6529,37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
6530,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes
6531,52,technician,single,secondary,no,36,yes,no,unknown,16,may,335,1,-1,0,unknown,no
6532,31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,-1,0,unknown,yes
6533,64,management,married,tertiary,no,5112,no,no,telephone,19,oct,898,7,137,11,other,yes
6534,42,services,single,secondary,no,247,yes,no,cellular,31,jul,114,2,-1,0,unknown,no
6535,67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,unknown,yes
6536,26,blue-collar,married,primary,no,133,no,yes,cellular,25,jul,57,3,-1,0,unknown,no
6537,36,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,3,-1,0,unknown,yes
6538,47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,no
6539,44,blue-collar,single,primary,no,1308,no,yes,unknown,19,jun,161,1,-1,0,unknown,no
6540,32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,716,1,-1,0,unknown,yes
6541,31,technician,single,tertiary,no,208,no,no,cellular,12,aug,1344,7,-1,0,unknown,yes
6542,27,services,married,secondary,no,221,no,yes,cellular,7,jul,554,1,-1,0,unknown,no
6543,48,technician,married,secondary,no,1000,no,no,cellular,21,nov,104,2,-1,0,unknown,no
6544,45,blue-collar,married,primary,no,2388,no,no,cellular,11,aug,317,2,-1,0,unknown,no
6545,22,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no
6546,43,management,married,secondary,no,373,yes,no,unknown,28,may,54,1,-1,0,unknown,no
6547,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
6548,42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,186,2,-1,0,unknown,no
6549,49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,252,2,93,2,success,yes
6550,39,management,married,tertiary,no,1363,no,no,cellular,21,aug,294,3,-1,0,unknown,no
6551,51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,-1,0,unknown,yes
6552,38,blue-collar,married,secondary,no,-210,yes,no,unknown,8,may,21,1,-1,0,unknown,no
6553,34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,-1,0,unknown,yes
6554,46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,-1,0,unknown,no
6555,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,yes
6556,53,self-employed,married,tertiary,no,20,yes,no,cellular,7,aug,218,2,-1,0,unknown,no
6557,57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,-1,0,unknown,yes
6558,36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
6559,54,self-employed,married,tertiary,no,368,no,no,telephone,31,jul,7,4,-1,0,unknown,no
6560,59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,no
6561,52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,338,2,-1,0,unknown,no
6562,86,retired,divorced,unknown,no,157,no,no,telephone,7,sep,147,1,-1,0,unknown,no
6563,51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,yes
6564,37,management,married,tertiary,no,6014,yes,no,cellular,15,jul,163,6,-1,0,unknown,no
6565,55,housemaid,married,secondary,no,127,yes,no,telephone,21,jul,1130,8,-1,0,unknown,yes
6566,44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,unknown,yes
6567,29,blue-collar,married,secondary,no,3310,no,no,cellular,1,sep,367,1,91,4,failure,no
6568,64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown,yes
6569,36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,yes
6570,33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,no
6571,24,management,single,tertiary,no,1,no,no,cellular,14,may,396,5,-1,0,unknown,yes
6572,34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,yes
6573,38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
6574,35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
6575,31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,yes
6576,56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,unknown,no
6577,36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,-1,0,unknown,yes
6578,29,technician,single,secondary,no,316,yes,no,cellular,3,mar,156,1,-1,0,unknown,yes
6579,29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,unknown,no
6580,33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown,yes
6581,56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
6582,31,technician,single,secondary,no,271,yes,no,cellular,5,may,269,1,-1,0,unknown,no
6583,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown,yes
6584,60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes
6585,56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
6586,52,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,-1,0,unknown,no
6587,39,technician,married,secondary,no,2983,no,no,cellular,3,dec,472,1,-1,0,unknown,yes
6588,78,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,1,-1,0,unknown,yes
6589,36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,no
6590,26,services,married,secondary,no,199,no,no,cellular,24,jul,139,6,-1,0,unknown,no
6591,26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,yes
6592,29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,unknown,no
6593,34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,no
6594,32,management,single,tertiary,no,537,no,no,unknown,29,may,187,3,-1,0,unknown,no
6595,59,retired,divorced,primary,no,20,no,no,cellular,10,jul,298,1,-1,0,unknown,no
6596,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
6597,44,services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,unknown,no
6598,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown,yes
6599,24,services,single,secondary,no,638,yes,yes,cellular,7,may,792,3,-1,0,unknown,yes
6600,26,management,single,tertiary,no,390,no,no,cellular,7,aug,325,1,-1,0,unknown,yes
6601,76,retired,married,primary,no,1492,no,no,telephone,3,nov,383,1,-1,0,unknown,yes
6602,59,management,married,primary,no,2769,yes,no,cellular,19,nov,104,1,131,2,failure,no
6603,39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown,yes
6604,35,management,married,tertiary,no,802,yes,no,cellular,6,may,686,2,-1,0,unknown,yes
6605,32,admin.,single,secondary,no,471,no,yes,cellular,2,apr,243,3,-1,0,unknown,yes
6606,36,management,married,tertiary,no,625,yes,no,cellular,18,jul,1360,9,-1,0,unknown,yes
6607,31,management,single,tertiary,no,924,no,no,cellular,27,feb,172,1,-1,0,unknown,yes
6608,36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
6609,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
6610,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
6611,75,retired,married,primary,no,3324,no,no,cellular,2,feb,149,1,-1,0,unknown,no
6612,56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,yes
6613,39,management,single,tertiary,no,3840,yes,no,cellular,11,aug,315,2,-1,0,unknown,yes
6614,35,services,divorced,secondary,no,-504,no,no,cellular,10,jul,228,1,-1,0,unknown,no
6615,30,technician,single,secondary,no,194,no,yes,cellular,27,aug,60,3,-1,0,unknown,no
6616,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
6617,47,technician,married,secondary,no,0,yes,no,cellular,25,may,234,1,-1,0,unknown,no
6618,47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,1,91,4,failure,yes
6619,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
6620,31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,yes
6621,29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,2,-1,0,unknown,no
6622,49,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no
6623,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
6624,50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,no
6625,54,management,married,tertiary,no,122,yes,no,cellular,22,jul,126,3,-1,0,unknown,no
6626,56,services,married,primary,no,444,yes,no,unknown,6,jun,432,1,-1,0,unknown,no
6627,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
6628,31,blue-collar,single,secondary,no,23,no,no,cellular,21,nov,116,1,-1,0,unknown,no
6629,30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
6630,35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown,no
6631,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,yes
6632,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
6633,42,management,divorced,tertiary,no,461,yes,no,unknown,3,jun,72,1,-1,0,unknown,no
6634,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
6635,33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,-1,0,unknown,no
6636,46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown,yes
6637,54,technician,married,secondary,no,3323,yes,yes,cellular,8,apr,59,3,-1,0,unknown,no
6638,32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
6639,54,technician,married,tertiary,no,4582,yes,no,unknown,15,may,165,1,-1,0,unknown,no
6640,45,self-employed,single,primary,no,112,no,no,unknown,20,jun,298,4,-1,0,unknown,no
6641,48,blue-collar,married,primary,no,492,no,yes,cellular,21,aug,139,2,-1,0,unknown,no
6642,44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,4,other,no
6643,49,services,married,unknown,no,463,yes,no,telephone,15,jul,541,2,-1,0,unknown,no
6644,54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,no
6645,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,2,-1,0,unknown,yes
6646,72,retired,divorced,primary,no,0,no,no,telephone,28,aug,359,1,-1,0,unknown,no
6647,35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,3,-1,0,unknown,no
6648,45,admin.,divorced,unknown,no,857,no,no,telephone,8,jul,49,7,-1,0,unknown,no
6649,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,yes
